time,signal
8.683333,-1.65895
8.691667,-1.66275
8.7,-1.6666
8.708333,-1.66895
8.716667,-1.6723
8.725,-1.6759
8.733333,-1.67925
8.741667,-1.68095
8.75,-1.68315
8.758333,-1.686
8.766667,-1.6899
8.775,-1.6899
8.783333,-1.691
8.791667,-1.6946
8.8,-1.69585
8.808333,-1.69745
8.816667,-1.69825
8.825,-1.6976
8.833333,-1.6987
8.841667,-1.69905
8.85,-1.69925
8.858333,-1.69575
8.866667,-1.694
8.875,-1.69035
8.883333,-1.68995
8.891667,-1.68775
8.9,-1.6822
8.908333,-1.6816
8.916667,-1.6766
8.925,-1.6738
8.933333,-1.67055
8.941667,-1.6686
8.95,-1.666
8.958333,-1.6648
8.966667,-1.66265
8.975,-1.6633
8.983333,-1.663
8.991667,-1.66165
9,-1.66485
9.008333,-1.6672
9.016667,-1.67025
9.025,-1.6739
9.033333,-1.6782
9.041667,-1.6827
9.05,-1.6881
9.058333,-1.69415
9.066667,-1.69975
9.075,-1.70355
9.083333,-1.7097
9.091667,-1.7157
9.1,-1.72025
9.108333,-1.7256
9.116667,-1.72995
9.125,-1.73315
9.133333,-1.7352
9.141667,-1.74025
9.15,-1.7421
9.158333,-1.74625
9.166667,-1.7501
9.175,-1.75235
9.183333,-1.75195
9.191667,-1.7553
9.2,-1.75665
9.208333,-1.7591
9.216667,-1.76255
9.225,-1.76235
9.233333,-1.7622
9.241667,-1.7661
9.25,-1.76425
9.258333,-1.76585
9.266667,-1.7654
9.275,-1.7673
9.283333,-1.7671
9.291667,-1.76645
9.3,-1.7699
9.308333,-1.76835
9.316667,-1.76955
9.325,-1.7711
9.333333,-1.77045
9.341667,-1.7701
9.35,-1.7717
9.358333,-1.77145
9.366667,-1.7744
9.375,-1.77455
9.383333,-1.77485
9.391667,-1.77595
9.4,-1.7738
9.408333,-1.7746
9.416667,-1.7757
9.425,-1.77725
9.433333,-1.77735
9.441667,-1.77655
9.45,-1.77995
9.458333,-1.781
9.466667,-1.78175
9.475,-1.78265
9.483333,-1.7845
9.491667,-1.7867
9.5,-1.7879
9.508333,-1.79035
9.516667,-1.7925
9.525,-1.79395
9.533333,-1.79245
9.541667,-1.79125
9.55,-1.79115
9.558333,-1.7846
9.566667,-1.77605
9.575,-1.7626
9.583333,-1.7419
9.591667,-1.70695
9.6,-1.6546
9.608333,-1.57195
9.616667,-1.4567
9.625,-1.2818
9.633333,-1.028
9.641667,-0.6667
9.65,-0.15755
9.658333,0.5389
9.666667,1.4799
9.675,2.7111
9.683333,4.28005
9.691667,6.2146
9.7,8.5134
9.708333,11.132
9.716667,13.97365
9.725,16.90315
9.733333,19.77055
9.741667,22.43425
9.75,24.7946
9.758333,26.79065
9.766667,28.41765
9.775,29.7004
9.783333,30.6743
9.791667,31.38465
9.8,31.86805
9.808333,32.16415
9.816667,32.28835
9.825,32.264
9.833333,32.10395
9.841667,31.81085
9.85,31.39915
9.858333,30.86045
9.866667,30.1969
9.875,29.4121
9.883333,28.50555
9.891667,27.47815
9.9,26.33535
9.908333,25.0815
9.916667,23.73005
9.925,22.29255
9.933333,20.7877
9.941667,19.23245
9.95,17.6501
9.958333,16.06075
9.966667,14.4941
9.975,12.9635
9.983333,11.4883
9.991667,10.08295
10,8.76185
10.008333,7.5276
10.016667,6.3923
10.025,5.3588
10.033333,4.428
10.041667,3.59475
10.05,2.8581
10.058333,2.2094
10.066667,1.6452
10.075,1.15735
10.083333,0.73615
10.091667,0.37595
10.1,0.0652
10.108333,-0.19685
10.116667,-0.42125
10.125,-0.60775
10.133333,-0.76885
10.141667,-0.90205
10.15,-1.01505
10.158333,-1.11455
10.166667,-1.195
10.175,-1.26745
10.183333,-1.331
10.191667,-1.38215
10.2,-1.4264
10.208333,-1.46765
10.216667,-1.5001
10.225,-1.5325
10.233333,-1.5583
10.241667,-1.5804
10.25,-1.60325
10.258333,-1.62275
10.266667,-1.63945
10.275,-1.6528
10.283333,-1.66575
10.291667,-1.67755
10.3,-1.6861
10.308333,-1.69535
10.316667,-1.7033
10.325,-1.71095
10.333333,-1.7163
10.341667,-1.7228
10.35,-1.7282
10.358333,-1.73235
10.366667,-1.73735
10.375,-1.7406
10.383333,-1.743
10.391667,-1.74855
10.4,-1.7528
10.408333,-1.75545
10.416667,-1.7571
10.425,-1.76275
10.433333,-1.7681
10.441667,-1.77015
10.45,-1.77485
10.458333,-1.77805
10.466667,-1.7818
10.475,-1.7874
10.483333,-1.791
10.491667,-1.79335
10.5,-1.79565
10.508333,-1.79985
10.516667,-1.8005
10.525,-1.80205
10.533333,-1.80455
10.541667,-1.80555
10.55,-1.8032
10.558333,-1.80215
10.566667,-1.79855
10.575,-1.7946
10.583333,-1.7897
10.591667,-1.78065
10.6,-1.772
10.608333,-1.76105
10.616667,-1.74715
10.625,-1.7321
10.633333,-1.7163
10.641667,-1.6981
10.65,-1.68
10.658333,-1.66045
10.666667,-1.6394
10.675,-1.62145
10.683333,-1.6025
10.691667,-1.5841
10.7,-1.5699
10.708333,-1.55915
10.716667,-1.54695
10.725,-1.5391
10.733333,-1.53595
10.741667,-1.53475
10.75,-1.5355
10.758333,-1.543
10.766667,-1.5519
10.775,-1.5627
10.783333,-1.58
10.791667,-1.59725
10.8,-1.61495
10.808333,-1.63565
10.816667,-1.6552
10.825,-1.6773
10.833333,-1.6996
10.841667,-1.7205
10.85,-1.7409
10.858333,-1.76145
10.866667,-1.77965
10.875,-1.79565
10.883333,-1.81265
10.891667,-1.8243
10.9,-1.8379
10.908333,-1.84595
10.916667,-1.85855
10.925,-1.86595
10.933333,-1.87375
10.941667,-1.8794
10.95,-1.88545
10.958333,-1.8885
10.966667,-1.89265
10.975,-1.8963
10.983333,-1.89535
10.991667,-1.8982
11,-1.90085
11.008333,-1.90145
11.016667,-1.89925
11.025,-1.89865
11.033333,-1.89645
11.041667,-1.89325
11.05,-1.8895
11.058333,-1.88645
11.066667,-1.88185
11.075,-1.8767
11.083333,-1.8712
11.091667,-1.8671
11.1,-1.8625
11.108333,-1.8579
11.116667,-1.85595
11.125,-1.8508
11.133333,-1.84655
11.141667,-1.8424
11.15,-1.8431
11.158333,-1.8421
11.166667,-1.84315
11.175,-1.8412
11.183333,-1.84255
11.191667,-1.8425
11.2,-1.8468
11.208333,-1.84895
11.216667,-1.85295
11.225,-1.85585
11.233333,-1.85925
11.241667,-1.8623
11.25,-1.8672
11.258333,-1.8714
11.266667,-1.8757
11.275,-1.878
