GeneFamily,D1H16V1,D1H16V2,D1H16V3,D1H16V4,D1H16V7,D1H16V8,D1H8V1,D1H8V2,D1H8V3,D1H8V4,D1H8V7,D1H8V8,D2H16V1,D2H16V2,D2H16V3,D2H16V4,D2H16V7,D2H16V8,D2H8V1,D2H8V2,D2H8V3,D2H8V4,D2H8V7,D2H8V8
KO:K10194,75,83,56,33,132,94,87,148,65,41,256,96,127,197,114,75,124,121,109,96,72,56,157,63
KO:K10195,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KO:K10200,116,24,291,75,1617,74,86,16,174,77,1023,87,113,173,132,195,1162,195,157,63,249,256,755,90
KO:K10201,87,145,197,78,346,98,190,201,168,158,400,140,169,158,186,78,205,95,88,129,201,99,235,86
KO:K10202,133,148,249,85,758,142,241,239,198,148,735,194,260,281,234,113,417,130,138,140,245,139,460,107
KO:K10206,909,1291,1316,982,1072,882,1336,1696,1157,1363,1425,1565,2591,1445,1863,1234,1033,1147,1116,1169,1151,976,1084,916
KO:K10208,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
KO:K10209,1,0,0,1,0,0,1,2,0,0,0,3,6,4,4,1,0,2,0,1,0,2,0,2
KO:K10213,13,0,34,7,25,14,14,6,27,8,39,29,55,1,49,4,30,14,15,1,30,5,32,8
KO:K10227,7,7,2,5,6,4,18,8,11,1,9,4,95,57,27,6,28,23,23,28,10,10,40,25
KO:K10228,1,0,1,1,0,0,9,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0
KO:K10229,4,0,7,1,49,4,23,1,7,5,55,5,17,0,1,2,17,1,3,0,4,5,36,0
KO:K10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KO:K10231,310,443,841,553,391,385,560,571,662,690,471,431,864,508,1081,1070,357,556,423,398,942,575,405,475
KO:K10232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KO:K10240,4,2,1,13,2,8,1,6,2,8,4,2,87,36,17,16,18,26,17,12,9,5,16,20
KO:K10241,1,0,0,10,0,2,0,0,0,8,0,2,15,0,1,4,0,7,0,0,1,0,0,5
KO:K10242,0,0,0,4,0,0,0,0,0,0,0,1,14,0,2,3,0,10,0,0,0,0,0,4
KO:K10243,357,2021,669,1454,29,288,187,137,471,5691,7,145,431,964,235,874,15,900,247,522,286,2085,7,595
KO:K10253,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K10254,712,541,866,512,1265,540,1146,581,662,1503,973,679,1512,861,862,824,970,1538,829,459,842,733,846,646
KO:K10353,11,11,8,3,5,3,7,5,4,10,1,3,4,4,14,2,4,8,15,1,2,6,4,5
KO:K10439,11550,14886,14097,5094,32337,9483,6384,4875,4955,2685,7646,3564,24492,18712,11839,12099,51623,30762,4497,3289,9162,2415,4166,3365
KO:K10440,6301,7831,7325,3384,14878,4518,8004,6535,4006,4347,6886,4000,15516,10051,6547,5383,15556,11273,5173,3825,5553,4334,4392,3034
KO:K10441,5810,7524,6914,3148,13706,4154,5716,5640,3515,3147,6018,3404,13957,9589,6316,5002,16362,10246,3916,3274,4912,2760,3596,2481
KO:K10530,3,0,3,209,5,6,4,0,0,247,9,4,0,0,0,59,2,4,1,0,1,90,11,1
KO:K10536,243,105,176,488,116,123,270,178,201,1048,212,268,475,133,171,138,76,123,192,74,137,218,160,204
KO:K10537,8,3,33,3,1,15,14,6,39,6,1,33,60,0,30,1,0,13,20,0,34,1,0,10
KO:K10538,28,2,31,0,2,22,40,5,57,6,1,59,110,5,66,5,0,15,24,2,52,4,1,14
KO:K10539,9,5,35,3,0,25,37,8,61,7,1,70,91,4,52,1,0,15,21,4,68,2,0,19
KO:K10540,2944,804,17004,950,18792,3337,5505,1698,4055,1918,15487,1421,5100,4941,2442,3677,30304,5689,6625,1801,11792,2299,10989,1720
KO:K10541,2132,1665,9287,1070,11460,2023,3858,2569,1759,1850,9806,1316,3430,3006,1442,2258,11679,2899,4126,1653,6509,2377,6563,1316
KO:K10542,1247,451,8226,424,7837,1288,2799,1007,1442,757,7437,688,2314,1781,963,1451,9281,1939,2951,974,4936,793,5173,783
KO:K10543,62,22,30,20,27,33,75,27,38,12,28,64,194,65,42,16,32,44,64,38,35,16,31,19
KO:K10544,31,6,66,3,4,24,47,10,83,16,0,89,136,4,116,6,0,21,39,3,82,5,2,21
KO:K10545,212,304,176,156,499,182,280,109,109,186,154,156,505,240,278,165,923,307,192,98,218,108,90,85
KO:K10546,296,285,194,247,452,216,461,341,176,297,468,343,749,1302,182,1394,672,1140,415,370,241,728,414,262
KO:K10547,71,86,76,121,212,72,101,133,58,161,208,105,285,229,101,110,173,124,115,106,84,92,154,73
KO:K10548,284,274,149,237,518,211,302,433,136,241,694,285,608,745,271,417,498,444,317,372,242,168,503,194
KO:K10549,498,602,746,657,410,299,837,807,736,857,369,380,768,529,606,317,362,378,617,433,857,656,292,263
KO:K10550,7,3,38,2,7,21,0,5,55,10,9,76,52,46,46,12,30,25,19,23,56,8,14,27
KO:K10551,6,6,27,3,10,27,6,6,43,11,8,58,75,57,61,10,27,35,19,14,45,5,20,22
KO:K10554,310,478,285,277,614,234,416,319,233,389,214,156,502,353,341,200,1042,274,335,273,311,347,170,132
KO:K10555,28,21,64,13,17,19,100,31,106,44,44,62,283,56,121,37,36,42,175,24,84,54,85,295
KO:K10556,25,7,36,4,9,21,53,18,65,28,14,62,173,50,53,21,22,40,65,31,71,10,23,71
KO:K10557,20,6,49,5,5,18,49,7,54,22,21,53,157,30,67,15,22,29,70,15,56,14,20,61
KO:K10558,29,9,44,5,8,16,52,21,86,33,20,87,184,40,98,12,28,42,59,14,79,19,28,83
KO:K10559,117,111,52,52,167,81,109,138,56,44,239,91,141,200,112,70,183,121,139,117,75,60,155,80
KO:K10560,73,58,42,24,91,59,66,122,27,39,169,66,85,149,67,78,93,134,90,71,48,40,78,47
KO:K10561,62,38,15,24,59,36,54,72,21,20,122,56,60,101,39,41,41,48,75,56,49,17,61,42
KO:K10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0
KO:K10563,1692,1908,1688,1864,1886,1748,2304,3326,1432,2938,2242,2302,3990,1960,1582,2080,1360,1686,2192,1742,1506,2268,1440,1620
KO:K10670,22228,22685,35457,30597,41668,20419,28673,36021,30127,26791,30963,26634,20339,31004,33976,28398,26442,30007,18883,23486,57167,37776,27077,30868
KO:K10671,649,492,518,1399,84,806,562,1385,888,923,111,1087,338,813,507,823,86,563,311,358,679,1353,147,1321
KO:K10672,11973,11613,13550,18314,13723,12210,12536,21717,15338,14935,9264,17067,9104,17244,12116,14732,13583,15932,9557,10095,18214,22246,9291,19475
KO:K10673,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
KO:K10677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
KO:K10678,18,4,27,5,2,21,19,3,38,9,1,48,63,1,44,3,0,7,17,5,39,4,1,17
KO:K10679,42,4,64,8,0,24,32,8,66,30,8,66,98,6,76,4,4,28,38,0,76,10,12,30
KO:K10680,13,4,24,1,0,10,26,1,29,7,3,49,51,4,34,3,1,12,17,2,38,3,0,9
KO:K10681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K10708,16,0,35,1,0,23,20,5,40,1,0,58,78,3,40,4,0,20,22,2,33,1,1,12
KO:K10709,190,100,353,76,116,122,325,184,220,150,168,262,604,310,223,158,107,312,262,155,277,194,79,143
KO:K10710,102,57,306,35,36,64,168,73,163,81,35,170,361,140,354,122,20,193,147,55,255,125,14,96
KO:K10711,17,4,23,1,0,19,17,0,30,3,2,36,65,0,23,1,1,14,10,1,22,0,0,12
KO:K10716,18,1,43,0,2,27,25,1,33,6,2,52,45,1,39,3,0,22,18,3,53,4,1,13
KO:K10748,17,4,68,0,0,31,26,7,58,6,3,82,49,4,37,5,0,16,34,3,51,4,0,17
KO:K10762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
KO:K10763,23,1,31,6,5,17,27,6,31,7,0,37,66,0,46,4,2,10,7,3,54,0,0,9
KO:K10764,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
KO:K10773,1320,1468,2822,1264,1627,1407,1653,2064,1684,2232,1473,1607,2510,1982,1986,1144,1613,1433,1334,1321,1757,1534,1213,1322
KO:K10778,107,112,106,53,81,81,104,118,145,227,104,190,215,223,209,32,151,257,83,140,147,40,144,202
KO:K10783,8,9,7,13,3,6,13,6,2,24,0,5,7,13,19,11,4,15,23,3,25,8,6,8
KO:K10793,3174,868,6301,2025,761,727,4060,1459,4142,2666,943,874,1442,735,5950,858,358,476,1258,403,4990,1868,727,802
KO:K10794,63,67,637,60,0,42,18,10,297,96,0,10,34,54,149,41,0,113,97,66,241,74,0,51
KO:K10795,112,108,525,121,38,66,233,148,341,180,63,92,153,108,566,63,25,67,91,67,367,90,35,79
KO:K10796,83,81,362,81,23,42,162,101,187,123,49,47,100,71,397,47,16,34,70,28,263,38,24,45
KO:K10797,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,10,0,0
KO:K10804,24,2,60,4,4,24,22,6,62,20,6,80,110,4,62,2,0,14,18,6,44,2,0,14
KO:K10805,21,14,42,18,3,25,15,6,54,39,1,64,99,14,58,8,0,47,39,3,37,22,3,23
KO:K10806,2,0,6,1,1,5,11,2,8,3,0,19,23,1,7,0,0,3,1,1,8,1,0,3
KO:K10807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KO:K10816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K10819,542,184,1646,389,143,434,470,331,795,855,264,618,528,395,625,180,83,279,321,185,811,203,181,547
KO:K10820,37,19,18,21,31,20,52,26,29,11,40,19,62,59,26,14,32,32,37,38,30,16,44,21
KO:K10823,3,6,4,1,6,1,0,5,2,0,5,5,110,58,30,11,44,29,16,30,17,4,21,19
KO:K10844,4,0,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0,10,1,0,0,0,0
KO:K10850,0,0,0,0,0,10,0,0,0,0,0,25,0,0,0,0,0,6,0,0,0,0,0,4
KO:K10851,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,2
KO:K10852,32,49,9,22,19,15,98,104,17,36,29,45,178,98,37,42,76,88,64,51,22,23,62,46
KO:K10857,10,2,30,0,0,5,14,4,17,3,0,46,61,0,40,0,0,13,14,5,27,1,0,9
KO:K10906,8,1,74,4,1,18,14,1,99,14,1,59,34,0,84,1,1,14,7,0,89,5,0,10
KO:K10907,581,323,6599,372,176,531,532,244,2482,971,217,647,852,678,3512,179,90,568,374,280,4074,227,115,668
KO:K10908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K10914,34,9,91,9,8,32,38,16,50,39,3,86,74,11,58,3,7,33,37,2,65,13,9,23
KO:K10939,65,8,148,14,3,63,90,22,186,18,3,256,334,11,203,11,1,71,73,8,163,10,2,63
KO:K10941,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KO:K10942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K10947,1258,1548,1391,1369,1631,1302,1294,2277,1002,1292,1267,1248,1277,1725,1053,741,1074,886,1318,1375,1230,1217,1213,1442
KO:K10954,1,0,1,0,0,9,6,0,1,0,0,27,10,0,1,0,0,6,6,1,4,0,1,10
KO:K10972,31,2,37,6,2,26,38,4,34,10,4,56,93,5,71,1,0,25,26,1,47,3,4,8
KO:K10973,23,6,55,4,2,25,15,5,44,7,3,69,59,1,57,3,3,22,34,3,47,10,1,8
KO:K10974,54,57,296,71,66,81,126,64,179,101,64,142,273,96,662,77,130,92,189,91,287,169,233,128
KO:K10975,141,58,176,138,66,105,222,70,195,569,134,253,445,45,203,44,39,122,185,12,164,37,85,147
KO:K10979,1,3,0,3,0,0,1,4,2,1,1,0,3,2,0,0,2,0,0,3,1,0,2,3
KO:K10984,5,2,24,3,0,17,8,2,31,4,1,26,10,0,31,0,0,4,9,0,28,1,0,3
KO:K10985,11,1,24,4,0,10,18,2,24,5,2,33,55,0,33,2,0,13,9,2,37,2,0,11
KO:K10986,13,1,19,4,0,13,22,5,30,6,0,53,61,0,31,2,0,12,9,3,27,1,0,7
KO:K11008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KO:K11016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11031,7,4,0,16,0,2,4,5,0,9,1,0,7,1,2,5,0,1,10,0,3,7,3,0
KO:K11041,2114,2360,474,882,2552,1257,4032,2474,283,1767,1412,1577,2116,2021,656,742,1727,1501,3366,2062,925,2367,1550,1314
KO:K11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KO:K11046,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0
KO:K11051,1,5,93,3,6,12,0,7,35,4,6,4,0,3,255,5,1,5,1,4,137,3,7,5
KO:K11052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11059,9,7,1,1,1,2,4,3,0,1,1,1,2,8,4,1,1,1,10,1,2,1,0,0
KO:K11060,7,2,2,1,1,2,3,4,1,3,0,1,3,1,0,0,0,3,9,0,2,4,1,0
KO:K11061,9,3,0,0,0,0,8,3,0,0,0,0,2,6,0,0,0,0,18,2,0,0,0,0
KO:K11062,26,12,1,7,1,0,20,8,0,3,1,1,7,2,1,0,0,3,18,2,4,0,1,0
KO:K11065,12448,13414,9252,9468,13407,7810,7912,10143,8304,14293,7378,6547,5138,12128,7492,14000,16746,15783,14097,8425,9191,24727,8419,7787
KO:K11066,23,5,57,5,3,24,22,6,58,10,1,51,80,0,69,2,1,17,26,4,76,7,0,13
KO:K11068,4016,4418,8797,1499,8744,2503,4366,2855,1639,1879,4346,1909,8258,7345,8652,6098,11368,9111,4444,3607,6149,2675,4088,2427
KO:K11069,1760,1891,1671,1587,1453,1329,2360,3121,1466,2472,1991,1905,3187,2102,1535,1300,1029,1349,1510,1518,1428,1507,1292,1540
KO:K11070,1346,1276,1255,1139,955,1016,1563,2134,1060,1854,1385,1459,2090,1560,1117,926,751,1094,911,1039,1142,864,945,1240
KO:K11071,1219,1264,1420,1182,881,1088,1625,2323,1125,1784,1364,1412,2016,1450,1378,970,723,1065,868,1024,1182,865,956,1222
KO:K11072,1640,1747,1950,1815,1403,1672,1989,3011,1445,2230,1837,1768,3179,2395,2059,2314,1643,1898,1295,1272,1644,1332,1288,1708
KO:K11073,16,1,33,4,3,28,30,7,44,8,2,69,84,3,40,5,0,18,25,6,42,6,0,10
KO:K11074,11,6,27,3,1,12,28,2,34,4,0,36,59,2,33,3,1,11,22,0,40,1,0,8
KO:K11075,19,3,19,1,1,20,25,7,31,8,2,65,68,2,61,1,0,16,22,2,34,3,0,13
KO:K11076,20,2,25,0,2,21,20,3,31,1,0,42,72,1,58,0,1,10,22,4,36,4,0,15
KO:K11082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
KO:K11084,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KO:K11085,1157,894,1209,805,855,1016,1511,964,1225,2497,893,1749,2080,1049,915,654,909,1237,1260,683,799,886,732,980
KO:K11102,29,10,42,11,1,66,46,9,64,21,7,122,115,2,90,2,3,61,40,2,69,8,7,47
KO:K11103,41,6,67,9,2,35,57,6,77,18,1,63,146,5,80,3,2,31,37,2,78,7,0,25
KO:K11104,34,13,163,27,15,67,53,23,150,37,26,133,167,18,479,26,9,39,62,9,269,11,15,53
KO:K11105,1914,2362,1409,2245,2244,1958,2302,3447,1204,2832,2129,1806,3646,2167,1479,3093,2298,3008,2421,1489,1469,2671,1568,1507
KO:K11106,153,72,325,93,20,258,174,67,433,148,19,568,346,47,222,74,1,144,147,58,192,70,2,169
KO:K11107,6,0,11,3,0,6,8,2,10,2,0,19,30,3,15,2,0,10,7,0,13,0,0,3
KO:K11139,16,2,36,3,0,10,25,1,38,7,0,46,46,3,31,1,0,16,16,1,30,5,0,7
KO:K11144,625,344,3691,279,189,679,233,204,1020,800,245,489,354,947,1150,111,91,485,280,285,1779,199,138,724
KO:K11145,430,386,1734,318,525,404,505,550,943,729,559,601,530,662,933,231,337,399,333,334,1154,292,345,468
KO:K11174,28,26,56,38,45,20,16,37,56,23,45,31,28,49,29,41,22,20,17,13,39,61,28,19
KO:K11175,1591,1904,2123,1734,1865,1676,1906,3065,1854,2475,1999,2211,2720,1884,2246,1734,1505,1750,1526,1279,1829,1586,1376,1410
KO:K11177,13,0,72,5,1,22,21,0,110,13,2,74,35,1,106,4,0,19,14,1,102,2,0,25
KO:K11178,14,0,49,4,0,15,13,1,54,6,0,41,18,0,52,3,0,12,7,0,76,1,1,14
KO:K11179,3,4,24,1,4,11,17,2,44,1,1,42,33,2,22,5,0,6,11,2,27,4,2,11
KO:K11181,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KO:K11183,61,38,175,50,22,53,55,31,71,180,33,52,126,26,117,10,33,70,70,13,87,25,36,60
KO:K11184,410,766,1326,443,1067,553,451,859,881,480,789,349,592,559,1327,300,1169,476,432,407,1011,495,460,324
KO:K11189,3580,3430,15760,2861,3787,3718,3361,5084,7550,4205,3879,4412,2448,5656,9831,3863,6953,3815,2564,2360,11758,3779,3594,4892
KO:K11191,5,0,4,1,1,5,3,2,8,1,1,9,10,0,14,2,0,5,4,0,9,0,1,4
KO:K11192,22,5,45,5,1,22,41,13,45,3,3,62,104,5,63,3,1,22,29,1,53,0,2,19
KO:K11198,10,2,11,1,0,3,8,3,13,4,0,21,28,1,11,0,0,6,10,0,11,0,0,7
KO:K11199,10,2,11,1,0,3,8,3,13,4,0,21,28,1,11,0,0,6,10,0,11,0,0,7
KO:K11200,37,17,99,20,15,95,36,27,144,19,16,218,145,23,104,87,16,88,41,11,90,27,20,64
KO:K11201,73,17,185,15,18,50,123,19,197,28,3,220,398,12,231,2,0,46,93,10,208,4,1,56
KO:K11202,59,19,104,19,27,57,103,34,112,27,40,143,262,23,119,57,96,201,54,11,113,29,25,50
KO:K11203,116,60,236,26,43,126,147,40,267,53,54,339,2141,80,430,160,938,1969,111,40,219,48,29,88
KO:K11208,8,0,28,1,0,11,19,3,13,3,0,29,33,1,19,1,0,9,6,3,15,1,2,9
KO:K11209,19,2,60,1,5,25,29,5,76,9,3,87,99,6,64,1,3,16,15,2,68,9,0,23
KO:K11211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11216,192,270,301,128,57,122,346,412,384,188,171,275,297,330,352,80,65,100,162,174,382,112,157,327
KO:K11249,60,36,34,40,55,42,92,76,32,61,42,47,118,50,43,22,32,41,63,27,37,55,32,34
KO:K11250,9,2,37,1,0,14,21,3,41,5,0,31,62,0,45,2,1,13,10,1,28,5,0,7
KO:K11251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11258,5,0,20,1,1,8,9,1,16,2,0,30,40,0,27,0,0,4,13,2,22,1,1,6
KO:K11261,34,28,0,19,34,14,100,80,2,42,30,23,79,51,1,26,44,38,63,43,0,47,25,15
KO:K11263,26,117,23,82,5,19,21,23,17,272,1,10,120,70,21,54,3,127,10,34,6,101,1,56
KO:K11264,18,4,20,0,1,21,30,7,48,8,0,60,59,1,39,1,0,20,20,2,49,2,0,16
KO:K11279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11312,95,111,21,90,122,68,119,150,38,144,70,78,111,179,31,78,133,100,130,104,34,184,67,61
KO:K11325,0,2,1,2,0,0,0,1,1,1,2,2,1,1,1,1,0,1,1,0,0,0,0,0
KO:K11334,1,0,25,0,0,2,5,1,20,1,0,0,4,3,3,0,0,3,0,4,8,0,0,1
KO:K11346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11358,265,327,1197,287,732,253,420,331,400,370,536,200,431,422,1624,222,528,450,245,279,993,349,348,186
KO:K11381,793,1262,615,1038,1008,943,1398,2050,582,1492,1321,1252,3061,1974,968,1025,1399,1649,1330,1333,772,1511,1048,1124
KO:K11382,214,97,367,94,8,353,152,102,539,218,19,654,193,52,146,80,3,193,133,44,153,73,7,208
KO:K11383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
KO:K11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KO:K11391,28,2,59,3,4,29,42,8,65,13,0,72,167,3,78,7,0,21,32,2,63,4,0,29
KO:K11392,20,6,52,4,2,23,33,6,56,8,2,77,127,5,66,3,0,16,27,1,64,3,0,22
KO:K11395,74,86,28,31,123,47,67,166,39,13,262,73,79,183,81,43,142,61,58,103,63,11,147,53
KO:K11440,3,3,1,6,1,3,2,3,8,4,6,6,5,5,1,8,1,4,0,0,4,2,10,5
KO:K11442,0,0,0,0,0,19,0,0,0,0,0,22,0,1,0,0,0,14,0,0,0,0,0,18
KO:K11462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11472,15,4,33,0,4,15,22,5,54,13,1,64,90,1,60,2,0,26,19,0,40,3,2,19
KO:K11473,15,4,50,1,5,13,20,5,67,10,2,65,80,1,61,2,0,20,28,7,37,3,2,15
KO:K11474,8,5,36,0,2,33,29,10,49,7,2,58,110,29,75,4,23,38,16,23,39,2,11,21
KO:K11475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K11476,145,142,4,97,145,89,246,204,10,134,97,113,183,173,5,72,169,121,210,113,6,177,84,85
KO:K11477,13,1,51,2,0,10,20,3,38,3,4,50,58,1,39,3,0,7,14,4,34,4,4,9
KO:K11527,976,1904,1155,1632,2087,2381,849,1631,601,1470,920,792,1638,1608,1821,1893,1995,2374,1298,885,1501,1695,961,997
KO:K11530,4,4,17,0,0,9,6,6,29,2,0,20,31,2,21,0,0,5,7,2,10,2,0,9
KO:K11531,19,11,83,1,0,16,26,3,83,5,0,42,54,4,50,1,3,11,21,7,31,8,1,15
KO:K11533,157,1405,190,727,22,115,122,167,132,2394,9,96,295,682,93,321,11,526,114,455,125,868,4,329
KO:K11534,132,144,197,118,265,109,230,207,197,183,259,159,254,159,211,87,337,122,100,95,185,83,131,56
KO:K11535,15,2,50,29,2,22,50,3,35,44,4,66,73,5,49,13,0,32,33,4,49,18,3,16
KO:K11537,1069,1754,928,1455,1809,1931,1170,1880,520,1462,1139,958,2986,2308,1284,2837,2339,2867,1526,1146,1072,1647,1143,1086
KO:K11604,7,0,14,2,0,5,7,0,45,3,3,39,7,0,50,1,1,3,6,1,33,7,1,8
KO:K11605,3,0,33,3,2,4,10,0,33,2,3,19,16,0,39,1,1,6,6,0,26,0,0,14
KO:K11606,3,0,26,3,2,7,6,0,23,2,2,21,15,2,26,0,1,3,1,0,26,1,1,3
KO:K11607,4,0,25,3,1,6,9,1,26,2,1,27,12,1,30,2,0,7,6,0,33,0,0,15
KO:K11614,926,943,23,606,1302,535,1244,938,23,1087,596,553,793,1072,36,604,1066,729,1363,896,38,1795,639,386
KO:K11615,648,679,17,339,834,348,871,633,15,641,428,389,504,734,26,316,665,450,892,561,13,901,422,286
KO:K11617,144,77,179,220,83,107,150,91,134,771,135,214,269,60,155,85,81,109,107,38,122,98,101,158
KO:K11618,105,47,121,138,54,59,122,48,122,570,97,150,246,39,114,68,48,89,82,23,80,77,64,119
KO:K11626,0,0,0,18,19,2,1,3,1,29,13,2,0,3,1,13,10,0,0,1,0,7,16,1
KO:K11633,0,1,0,0,0,0,0,4,2,1,1,0,3,2,0,0,1,0,0,1,1,1,2,0
KO:K11635,65,26,70,42,24,45,48,22,52,192,46,68,87,10,52,9,21,52,50,6,50,13,47,72
KO:K11645,26,42,34,33,8,26,57,56,65,66,17,40,46,49,56,44,14,32,19,28,40,36,10,44
KO:K11685,17,3,33,1,0,15,10,6,35,4,0,38,48,1,24,0,0,12,23,1,38,6,1,13
KO:K11688,402,419,236,270,441,247,565,740,187,359,603,319,727,621,448,295,459,436,480,401,316,423,390,231
KO:K11689,104,100,13,50,111,55,210,146,4,98,82,63,172,151,13,64,124,84,171,128,15,162,90,74
KO:K11690,337,360,92,192,331,166,541,604,92,293,433,238,663,519,165,233,329,319,442,323,144,268,312,167
KO:K11693,43,54,25,88,3,40,36,35,43,74,5,119,31,36,38,38,5,36,21,16,41,131,15,74
KO:K11694,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,6
KO:K11695,0,0,0,0,0,12,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,1,7
KO:K11704,30,90,1296,22,0,73,13,6,382,16,1,57,21,166,203,16,0,66,16,23,570,8,0,67
KO:K11705,64,127,2795,28,1,137,45,13,761,21,1,125,51,530,538,19,0,139,30,91,1291,24,0,149
KO:K11706,126,259,4053,40,1,297,93,20,1180,29,0,334,116,1263,1149,45,0,238,65,250,2223,49,1,329
KO:K11707,194,226,359,207,161,244,224,484,474,247,187,446,206,239,210,238,136,191,199,161,203,149,148,221
KO:K11708,227,134,346,175,90,325,216,395,532,176,127,580,282,165,222,132,89,176,156,136,217,93,83,216
KO:K11709,341,169,487,232,106,451,339,436,631,273,197,820,363,220,252,184,81,199,200,153,285,95,101,306
KO:K11710,192,167,305,182,100,229,211,353,423,185,148,424,234,201,200,191,92,144,154,111,214,95,101,192
KO:K11711,928,943,25,586,1300,537,1245,939,25,1071,597,555,795,1073,38,603,1066,734,1368,898,41,1801,639,389
KO:K11712,1089,1240,34,537,1487,644,1565,1330,24,1000,786,659,894,1295,57,548,1199,835,1691,1129,37,1510,754,539
KO:K11717,8634,9618,11132,8232,7584,7848,8542,13662,8828,11400,7252,8902,10898,12706,7476,8820,9280,10136,7662,6642,9030,9810,6306,8198
KO:K11719,128,75,279,86,11,157,94,55,235,157,12,337,191,32,117,50,6,123,97,37,115,60,5,111
KO:K11720,78,3,126,17,4,65,100,12,174,19,4,171,272,7,134,3,1,61,57,10,120,9,5,52
KO:K11731,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
KO:K11732,32,5,59,5,1,24,38,7,66,10,2,81,118,2,56,5,0,28,22,1,59,3,2,23
KO:K11733,41,16,80,16,2,39,33,20,81,18,1,89,134,11,88,6,0,23,49,7,85,12,0,24
KO:K11734,35,8,104,3,4,34,36,13,85,14,3,107,128,5,97,2,0,27,50,1,106,9,5,33
