GeneFamily,D1H16V1,D1H16V2,D1H16V3,D1H16V4,D1H16V7,D1H16V8,D1H8V1,D1H8V2,D1H8V3,D1H8V4,D1H8V7,D1H8V8,D2H16V1,D2H16V2,D2H16V3,D2H16V4,D2H16V7,D2H16V8,D2H8V1,D2H8V2,D2H8V3,D2H8V4,D2H8V7,D2H8V8
KO:K00358,811,1058,643,867,1660,1235,701,1436,652,836,1028,1120,1132,834,605,768,953,1018,1141,728,598,1249,887,855
KO:K00359,1600,1249,3521,1874,1557,1133,1676,1733,1786,4668,1659,1559,2032,2452,1989,1128,1500,1496,1156,1080,2361,1264,1128,1264
KO:K00362,736,598,829,240,416,354,698,1060,831,314,698,546,567,805,629,151,391,290,368,336,852,263,757,575
KO:K00363,9,1,25,1,1,12,18,6,25,2,1,30,43,7,20,0,0,12,11,2,19,1,1,8
KO:K00364,256,106,555,266,50,280,233,132,538,772,95,598,498,162,327,115,39,199,230,83,302,151,86,238
KO:K00366,232,163,470,163,27,371,191,122,743,260,37,834,322,90,228,131,18,229,193,84,237,142,15,238
KO:K00370,732,458,1425,484,37,918,561,371,1408,830,56,1820,923,281,621,279,18,580,676,207,594,307,25,615
KO:K00371,358,230,567,169,16,403,252,147,543,353,28,818,395,137,274,119,5,288,341,85,250,102,14,283
KO:K00372,16,21,24,14,17,8,12,13,13,29,0,11,83,75,57,16,29,31,28,33,37,17,36,20
KO:K00373,169,107,262,75,7,165,111,39,218,160,12,268,149,53,107,48,2,117,142,36,97,80,5,113
KO:K00374,209,125,311,116,8,219,136,72,317,215,15,367,232,51,141,63,5,155,190,52,154,79,7,150
KO:K00375,303,389,813,495,474,270,648,834,701,604,620,454,524,528,966,333,375,254,234,323,788,453,416,336
KO:K00376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00378,1749,2140,1689,1921,1092,1481,2543,3470,1928,2527,2228,2764,3923,2218,2137,1666,1040,1756,1956,1835,2113,1793,1604,1829
KO:K00380,21,2,40,6,4,54,32,5,72,10,6,155,152,3,55,3,0,45,25,1,69,1,2,45
KO:K00381,34,5,66,8,7,63,51,7,78,14,3,208,173,7,85,5,1,40,17,10,76,3,2,72
KO:K00382,4485,5404,9078,8030,4229,5590,6931,9850,6292,10266,4933,7012,9501,8221,6646,6336,4030,6256,5302,4565,7406,8082,4174,6666
KO:K00383,341,140,1066,405,93,253,299,186,736,1070,160,477,483,299,616,158,81,247,233,95,644,255,114,360
KO:K00384,8021,10436,16491,8032,19106,7548,10174,12345,10950,11776,13967,7413,11112,15700,13943,12958,21685,17332,10553,9069,23165,12597,12369,8387
KO:K00385,114,174,412,101,224,202,142,156,238,216,290,196,260,284,282,146,214,386,197,129,338,144,207,237
KO:K00386,0,0,0,23,3,0,0,0,0,29,1,0,0,0,0,22,0,0,0,0,0,20,0,0
KO:K00389,23,17,54,17,21,57,18,29,68,18,16,61,47,19,85,14,27,40,12,13,82,31,6,18
KO:K00390,9,1,28,3,0,30,18,3,30,9,1,98,69,0,39,1,0,21,8,4,26,2,3,27
KO:K00392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00394,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KO:K00404,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,1,0
KO:K00405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KO:K00406,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KO:K00407,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KO:K00411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KO:K00412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00425,3675,4297,4211,2964,3699,2822,3153,3631,2123,5598,2861,3175,4143,5051,2952,7378,4230,5715,6274,3203,3316,7143,2885,3165
KO:K00426,2690,3233,3008,2171,3319,2160,2185,3033,1461,3710,2448,2502,3083,2753,2131,3118,2753,2979,4852,2420,2223,4287,2249,2311
KO:K00427,49,10,76,5,3,31,70,21,100,17,4,119,242,3,105,2,2,25,41,8,113,4,0,43
KO:K00428,446,449,405,478,311,331,738,823,429,776,545,646,1603,500,426,482,373,347,808,420,393,649,337,311
KO:K00432,508,759,1607,640,1007,814,500,967,1090,877,651,707,961,785,914,544,1162,1127,918,632,1102,1274,665,715
KO:K00433,154,122,184,202,111,96,230,288,220,587,202,230,262,93,205,72,60,102,136,61,149,85,94,132
KO:K00437,4,5,13,42,10,4,2,6,4,61,7,7,2,3,14,39,5,6,8,1,8,40,5,13
KO:K00449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KO:K00455,18,1,14,2,1,1,14,3,12,3,0,1,81,3,6,1,1,0,21,4,12,2,0,1
KO:K00457,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
KO:K00459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00462,3,0,1,5,4,8,6,2,0,5,1,1,2,7,7,19,62,71,9,4,4,5,4,9
KO:K00466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KO:K00470,2,1,13,3,1,4,16,3,16,4,2,21,29,0,17,0,0,14,12,1,11,2,2,4
KO:K00476,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
KO:K00481,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
KO:K00483,28,4,31,21,2,3,30,6,24,30,2,9,111,5,28,15,4,11,33,2,32,11,0,12
KO:K00484,11,2,7,1,1,1,10,3,4,1,0,2,36,1,7,0,0,0,7,0,3,3,0,1
KO:K00491,0,1,0,0,0,16,0,0,0,0,0,27,0,0,0,0,0,14,1,0,0,0,0,9
KO:K00492,1,0,0,12,1,25,0,0,1,16,3,65,1,0,0,1,3,24,0,0,0,7,4,28
KO:K00494,0,0,0,0,0,66,0,0,0,2,0,73,0,0,0,0,0,60,0,0,0,0,0,47
KO:K00500,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00507,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0
KO:K00510,4,18,1,0,0,0,5,8,0,2,0,0,5,29,0,1,0,0,6,6,2,0,0,0
KO:K00517,0,0,4,0,0,2,4,2,0,1,0,8,4,0,9,0,0,2,4,1,2,0,0,0
KO:K00520,0,0,2,0,1,24,1,1,2,0,0,69,0,1,2,0,0,18,0,0,1,0,1,11
KO:K00523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00525,5414,6455,13831,5756,5104,7915,6026,8921,6554,8805,4515,6291,7083,7774,6343,5001,3998,5350,5219,4452,8393,6090,4168,6407
KO:K00526,1568,1636,5410,1132,744,1662,1613,2319,2742,1881,1144,2273,1267,2154,2344,660,650,1018,1059,1168,3520,1197,824,2174
KO:K00527,11619,9780,147241,7035,13743,18920,15434,9925,119683,10255,9631,21361,14918,14834,63582,7158,13752,15661,10230,8284,105535,10554,8380,19296
KO:K00528,2708,2615,2320,1640,3767,1576,3713,3147,1819,3306,2597,1813,3378,3036,1512,1343,3270,2117,3072,2046,1783,2930,2359,1832
KO:K00529,11,4,44,9,2,22,20,2,45,8,0,74,102,1,67,3,0,11,17,5,52,5,3,16
KO:K00532,294,426,1054,549,163,134,923,593,1049,1058,199,366,281,400,859,395,134,236,358,295,1507,1307,216,319
KO:K00533,1226,1643,2277,1113,1961,961,1583,3771,1493,1332,2372,974,1660,1910,2595,703,1249,850,1066,1253,2065,983,1624,784
KO:K00537,3302,1153,3236,1775,1466,1868,1032,1339,1380,3295,1427,1604,1314,1384,1513,978,1027,1118,1525,631,1929,1400,1071,1252
KO:K00538,38,30,19,28,45,23,41,83,20,32,72,44,64,73,45,43,34,33,43,38,29,15,44,33
KO:K00540,12908,10357,18431,8895,9310,9798,8323,13553,7405,17128,10252,8518,12783,11695,10385,7653,8009,8745,8870,6765,10589,8151,7288,8089
KO:K00547,263,121,681,148,10,363,209,137,896,245,17,878,322,145,331,142,9,297,195,98,395,105,14,297
KO:K00548,3208,4272,3830,3794,4506,4259,3224,3756,2777,4448,2996,3695,7210,5297,4557,8460,6460,7935,3005,2533,3638,4508,2400,2618
KO:K00549,602,464,1114,1485,224,940,868,1288,1329,1286,277,1331,1081,1023,1045,967,201,901,562,334,1066,985,223,1273
KO:K00554,7548,7851,5249,4016,2615,3832,8225,11159,3274,5711,3146,4920,5275,9396,3231,2912,2336,3449,4061,5799,4527,4231,2711,5590
KO:K00556,27,4,29,3,0,17,35,4,39,4,0,67,75,2,39,1,0,15,17,1,36,1,0,10
KO:K00557,87,56,383,43,9,74,90,50,223,70,21,206,155,129,227,20,9,59,70,73,242,46,12,98
KO:K00558,1595,1453,1639,1400,1453,981,2039,2780,2262,3459,2323,3117,3023,1641,2122,1300,936,1263,1403,1186,1797,1259,1369,1728
KO:K00560,1779,1683,2303,1463,1633,1883,1951,2268,2025,2722,1631,1794,2945,2260,1895,1565,1736,1957,1609,1252,1851,1587,1466,1613
KO:K00561,1502,1295,2269,1170,761,1159,1346,2550,2257,1543,1166,1750,840,2166,1430,1092,589,978,789,937,2243,1417,1215,2123
KO:K00563,112,88,158,165,58,110,132,147,181,541,131,249,287,71,153,112,44,90,114,69,127,92,80,121
KO:K00564,188,61,429,183,60,148,189,100,342,507,172,346,355,120,310,49,29,105,124,33,265,76,81,188
KO:K00566,3570,4595,4764,4640,4366,3602,5782,7790,3652,5841,5214,4682,9588,6363,4672,4064,4286,4467,4263,4590,3930,4823,4314,3815
KO:K00567,1049,1035,882,1111,945,1045,993,1417,872,1170,800,1108,1528,1353,886,2174,1022,1439,967,730,845,1542,753,953
KO:K00568,60,30,116,10,2,52,52,34,102,42,24,124,206,38,138,16,8,46,70,28,126,12,10,32
KO:K00571,1844,1913,1370,844,494,678,2189,2700,1302,1277,1114,1385,1889,3057,1236,732,437,783,1388,1443,1402,1024,745,1310
KO:K00573,20,6,38,2,1,16,23,6,30,11,4,38,76,1,53,0,1,10,21,9,38,1,1,11
KO:K00574,601,332,1032,487,296,577,678,441,1095,1790,457,1049,1208,342,764,450,182,572,517,195,651,341,291,508
KO:K00575,25,22,50,54,31,43,45,25,52,141,28,63,106,24,59,83,42,65,26,11,48,60,33,37
KO:K00588,358,457,168,117,72,100,247,490,103,168,112,156,130,529,107,88,40,92,138,454,179,116,105,220
KO:K00590,20,60,182,51,125,209,26,102,232,59,91,222,17,50,115,53,140,108,16,34,161,105,54,88
KO:K00595,550,644,356,708,1014,550,578,594,336,778,670,462,1140,856,292,1716,1086,1134,766,530,338,1438,522,426
KO:K00598,15,4,37,1,1,33,14,5,39,7,2,39,50,3,47,2,0,11,6,1,33,2,1,15
KO:K00599,5790,7499,9000,6742,7277,7396,6012,8725,6173,9849,5906,6950,9720,8841,8256,7342,9027,8481,6482,5336,7670,7044,4934,5740
KO:K00600,4153,6483,7620,5568,8779,8943,3816,6887,4662,8492,4339,5014,5385,5708,7530,5745,7850,8014,4390,3024,7622,6434,3963,5176
KO:K00602,7864,12588,13666,11012,15742,15334,7102,15704,10714,15902,8908,8306,11884,12790,15000,12788,18140,19920,8056,5810,13638,12074,7722,8832
KO:K00603,1637,2088,1069,1665,2115,1317,2469,3577,1007,1891,2130,1608,2175,2083,1358,1436,1333,1292,2075,1696,1341,2290,1707,1482
KO:K00604,2850,3749,3467,2478,3325,2543,3265,4175,2805,3981,2723,3016,4054,4232,2735,2548,2905,2939,2654,2531,2996,2949,2046,2368
KO:K00605,7282,7659,4703,8890,9608,7190,7823,10773,4105,8318,6168,6012,6018,8088,4897,9814,6604,7382,9683,6006,5862,12434,6421,7328
KO:K00606,1164,1448,1222,1519,1447,1741,958,1189,610,1805,788,831,1835,1264,1174,1946,1508,1848,963,525,1017,1153,709,953
KO:K00609,2283,2391,6648,2146,2412,2630,2140,3042,3942,3455,2355,2723,4191,3678,4646,3308,3618,4075,2124,1566,5201,2904,2020,2660
KO:K00610,1064,1156,1634,973,1358,1124,847,1586,1384,1253,1358,937,1351,1362,1985,1368,1517,1348,965,701,1828,1277,1191,968
KO:K00611,4157,3851,6687,3837,3462,4041,4347,6441,6200,5994,5345,4562,4848,5280,6792,2705,3240,4041,3398,2959,6587,3759,4630,5282
KO:K00612,554,721,243,585,379,352,797,1744,238,683,939,704,864,354,344,280,206,233,341,335,265,228,305,374
KO:K00613,26,19,12,32,28,20,32,41,27,20,34,17,20,48,24,12,24,6,13,20,30,35,42,25
KO:K00614,45,30,1307,24,3,60,35,41,187,42,1,73,41,126,378,20,0,90,15,52,625,24,1,88
KO:K00615,11120,13331,18295,11005,17631,13414,9018,15216,9788,16190,11548,9392,12420,14633,16308,12310,17113,16666,12638,8591,15736,16375,10895,10195
KO:K00616,4998,6291,4872,5731,8014,6867,3361,6418,3146,6012,4639,3987,5149,11799,5549,5629,14675,14528,5739,3734,4923,9639,5134,4118
KO:K00619,18,6,54,3,4,22,47,3,49,8,6,72,120,5,67,3,1,12,29,5,61,2,0,19
KO:K00620,3598,4836,7208,7866,5234,4360,3796,14614,8672,8992,6354,3114,3676,8480,5638,4304,4728,3274,2258,2830,6206,5618,4484,3626
KO:K00625,7038,8159,12472,4748,6963,6038,7398,10953,10085,6221,7907,5610,7916,10537,9465,5373,8047,7953,5245,4832,11028,5130,7954,7136
KO:K00626,8376,7445,16746,4374,9193,4707,7247,13592,11634,6205,12564,5487,4010,8182,18087,2230,5422,3804,4291,4697,16766,4000,13514,7000
KO:K00627,835,907,4365,1113,693,988,1040,1008,1113,2579,579,1109,1230,1288,1675,546,702,1038,1053,698,2575,1236,544,1046
KO:K00631,43,8,101,6,4,38,58,15,90,18,0,121,183,2,102,5,1,18,52,1,102,10,2,24
KO:K00632,56,8,76,7,7,28,62,11,103,13,4,122,218,5,136,7,2,27,69,8,107,15,0,30
KO:K00633,416,535,506,595,508,553,642,967,626,775,620,854,1475,793,656,853,447,598,680,548,516,698,509,629
KO:K00634,1126,1562,2258,1246,1443,1169,1607,1844,530,1850,1257,1033,2788,2283,3678,1654,1297,1647,2085,1283,1277,1797,1141,1178
KO:K00635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KO:K00638,811,1339,837,1189,1287,1323,1208,1665,621,1489,1373,1099,2004,1219,904,1022,1142,1384,1043,883,792,1204,987,923
KO:K00639,2800,3572,3787,3544,4379,3891,3030,4460,2674,4731,2888,2581,4756,4685,3227,5191,4610,5136,3846,2415,3491,4803,2584,2974
KO:K00640,2185,2550,3435,2223,2279,2134,2399,3706,2319,3300,2576,2569,4134,3112,2891,3175,2354,2834,1974,1789,2784,2143,1754,2111
KO:K00641,0,0,0,0,0,6,0,0,0,0,0,21,0,0,0,0,1,8,0,1,0,0,0,11
KO:K00643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
KO:K00645,2775,4079,5560,2707,4439,3404,2825,3044,2705,4565,2323,2633,4236,3830,4179,3822,5259,4810,3053,2037,3799,3525,1932,2270
KO:K00647,32,18,93,30,24,51,78,16,83,34,5,96,141,43,116,41,181,286,59,20,94,45,64,85
KO:K00648,6638,11877,12236,11547,14650,16712,4411,9870,5360,12993,5081,5042,7912,8861,11222,11792,16735,16701,5807,4134,9455,8767,5262,6745
KO:K00651,855,1175,2286,1012,930,1301,1091,1190,1339,1298,887,1518,2295,1602,1534,1432,1075,1611,897,896,1620,906,662,991
KO:K00652,2148,4294,1797,2607,4151,3839,1570,2491,898,2439,1476,1463,3918,2508,2411,4311,3876,4196,1740,1380,2126,2015,1369,1480
KO:K00655,1846,2300,2857,2022,2564,2025,2266,3234,1981,2485,2190,1939,3015,2484,2624,1920,2160,2198,1860,1582,2176,2104,1624,1698
KO:K00656,9732,14600,48347,10023,14409,14638,8240,7649,22353,17619,6660,8789,17301,16837,47018,12763,38239,31506,7723,5738,33904,9512,5828,9593
KO:K00657,612,1034,710,892,1206,1335,656,1122,665,1051,763,748,1279,893,749,992,1096,1250,1034,1032,740,1180,688,754
KO:K00658,1165,1906,3321,1595,2174,3032,1699,2772,3316,2219,1884,3596,2828,1972,3144,2278,1799,3182,1926,1903,3419,4357,1554,2439
KO:K00661,1321,1416,1597,1688,1142,1397,2006,2401,1324,2795,1824,1956,3524,1856,1566,1793,981,1671,1495,1274,1308,1473,1336,1639
KO:K00662,1,3,0,0,0,0,0,0,1,1,1,1,0,1,2,1,0,0,0,1,0,0,0,0
KO:K00663,4,1,3,2,24,2,4,1,2,6,17,4,1,2,2,4,12,2,1,1,3,10,12,1
KO:K00666,1095,1433,725,2163,1709,2357,1415,2664,594,1690,1445,1300,2678,1413,985,1293,1121,1446,1297,1035,805,1445,1083,1128
KO:K00673,15,2,27,1,1,20,17,3,37,3,2,41,61,0,38,0,0,11,15,1,32,3,2,6
KO:K00674,342,358,445,364,287,302,405,295,331,1017,192,450,688,520,298,320,315,373,437,277,298,540,219,325
KO:K00675,11,4,31,3,1,4,23,3,43,8,0,49,49,1,47,1,0,13,17,0,43,3,0,13
KO:K00676,327,343,267,285,375,340,314,472,190,326,368,310,657,431,230,306,348,340,608,318,207,529,302,250
KO:K00677,3439,4686,2830,3325,6015,4657,2791,4107,1293,3876,3058,2696,3985,5040,2337,4794,5279,6039,6047,3037,2457,5334,3715,3105
KO:K00680,1542,1657,1175,2006,1321,1341,2365,2731,943,2718,2116,1758,3744,1669,1578,1804,1218,1650,1760,1259,1187,1458,1475,1453
KO:K00681,494,546,195,333,489,273,929,1131,278,515,463,443,1124,760,232,328,521,433,623,496,220,633,342,238
KO:K00684,101,128,59,136,114,100,123,100,72,94,55,106,376,173,85,521,142,201,174,131,68,164,83,106
KO:K00685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KO:K00687,487,236,1585,384,211,327,437,266,868,1465,309,636,626,421,889,146,142,412,370,209,847,185,232,537
KO:K00688,8260,16561,14918,9300,16784,12718,7845,9876,9086,12847,6970,6487,14479,13682,15046,14254,19922,18812,9062,7849,13327,13404,7562,8329
KO:K00689,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KO:K00690,81,57,323,220,89,139,62,26,361,344,131,256,158,153,150,120,50,115,53,59,228,120,68,111
KO:K00691,812,569,1085,1316,465,767,814,611,963,3114,680,936,1644,638,1439,1173,407,1145,895,333,848,949,577,1148
KO:K00692,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO:K00693,308,372,11,177,329,153,616,511,8,339,184,193,665,504,21,205,385,355,553,369,9,493,245,143
KO:K00694,226,105,229,127,85,130,246,185,252,662,171,303,535,68,299,46,35,146,195,33,221,61,76,163
KO:K00697,98,112,70,138,101,143,75,60,56,60,38,92,196,127,73,401,83,204,103,66,92,112,69,92
KO:K00700,9397,10361,10039,8360,14048,8713,9986,14979,7834,11359,11913,7142,9706,11898,8948,8347,11024,10159,9046,6564,10470,11830,9784,7794
KO:K00701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
KO:K00702,146,202,43,225,149,142,218,181,46,180,92,105,700,353,84,970,173,373,299,255,75,386,201,246
KO:K00703,4382,5377,6392,4765,7699,5830,4358,6098,4646,4678,5146,3546,5682,7959,6149,7277,9768,8595,4552,3527,6419,5846,4858,3763
KO:K00705,3085,3534,5105,3516,3524,3333,4356,5843,4186,4844,4348,3872,6373,5700,4202,4270,2646,3497,3353,3175,4026,4122,3824,4193
KO:K00713,2,2,5,2,1,0,9,0,11,2,0,0,5,1,14,1,0,0,6,0,16,1,1,0
KO:K00721,947,900,1648,926,1404,1305,1018,1082,882,1344,1157,1052,1389,893,809,698,1154,943,1085,551,917,1102,681,662
KO:K00743,631,712,253,758,499,397,1198,1671,287,942,1249,995,1553,453,473,403,324,404,601,553,322,589,582,475
KO:K00745,99,26,128,95,43,52,101,65,95,250,86,136,110,16,120,13,23,67,86,10,86,32,46,88
KO:K00748,1305,1843,1689,1181,1827,2176,1866,1752,1274,1824,1105,1653,2639,1788,1185,1621,2250,2439,1620,1153,1239,1647,962,1326
KO:K00752,72,110,32,15,156,37,64,163,31,30,164,61,114,225,75,48,184,113,100,160,46,25,88,44
KO:K00754,1555,1580,1505,1622,1083,1069,2044,3172,1345,2786,2020,2045,3228,1877,1613,1274,889,1188,2107,1348,1368,1865,1066,1275
KO:K00756,1628,1239,1917,1273,1566,1060,2053,2364,2230,2594,2215,1889,1953,1649,1678,879,1182,1224,1171,970,1813,1032,1783,1442
KO:K00757,1890,2267,1459,1866,3082,2261,2084,3270,1087,2955,2721,2062,2639,2302,1551,2197,2408,2298,2769,1683,1447,3090,1993,1927
KO:K00758,28,6,70,7,3,31,46,10,71,17,6,78,163,6,84,1,1,33,45,2,95,7,3,26
KO:K00759,2140,2351,4353,1962,1761,2022,1992,3375,1863,2916,1764,2041,2248,3361,2663,1438,1645,1994,1615,1882,3073,2130,1318,2321
KO:K00760,1645,2129,3509,1610,1601,1909,1851,2673,2024,2268,1526,2021,2386,3399,2678,1465,1608,1923,1602,1706,2703,1712,1403,2111
KO:K00761,3273,3652,4703,2573,2650,2264,3357,4744,2795,3458,2395,2848,3377,4536,3418,2609,2072,2757,2327,2528,3488,3034,1855,2871
KO:K00762,2839,4008,10106,3984,5604,4994,2674,4655,3731,5063,3244,2839,4246,4552,6594,3853,5177,5036,3239,2322,9512,5044,2878,3424
KO:K00763,2695,3239,4620,2789,4026,2890,3852,4682,3872,4202,3257,3576,4833,3866,4736,2997,3675,3335,3187,2515,3577,3524,2839,2909
KO:K00764,2665,3509,4370,3190,3372,3277,3212,4924,3698,4196,3243,3834,5327,3693,5108,4173,3336,3930,2439,2413,4012,2772,2556,2661
KO:K00765,762,1048,1063,1010,982,1024,1073,1496,725,1225,1172,987,1930,1270,1167,1061,1098,1077,862,757,1054,978,805,761
KO:K00766,617,824,567,640,730,679,932,1236,661,937,910,1256,1800,955,672,789,524,820,856,822,498,585,657,690
KO:K00767,2536,4065,4079,3797,6083,4977,2279,4847,2041,5973,3348,2331,3311,3667,3990,4528,6975,6220,3505,2064,4105,4956,2987,2578
KO:K00768,1391,1051,2145,1110,741,1554,1368,990,2366,1488,663,2642,1960,1015,1485,1079,743,1271,1425,617,1170,1081,541,1144
KO:K00769,11,1,45,4,0,18,20,1,45,7,2,48,36,3,37,3,0,9,10,1,41,3,0,12
KO:K00772,172,102,423,88,6,242,118,91,526,236,19,576,240,91,160,96,22,181,169,88,180,68,28,177
KO:K00773,3635,4498,5188,3260,4737,3788,3623,5476,3460,5158,3558,3712,5344,5277,4998,3887,5424,5161,3420,2921,4256,4231,2897,3146
KO:K00782,1311,1184,1810,1007,677,957,1341,1858,1528,2143,1055,1169,1551,1239,1125,516,584,994,1144,804,1190,1070,903,1076
KO:K00783,816,998,1358,866,765,927,1002,1422,1161,1080,838,1066,1401,1189,964,875,833,1023,807,656,1069,815,669,760
KO:K00784,1011,1283,3382,1272,1330,1365,1231,1510,926,1577,1114,1047,2479,1532,1968,1385,1178,1367,1267,867,1827,1304,887,998
KO:K00785,1278,1790,1494,1477,1812,1375,1657,2022,1185,2180,1664,1311,2741,1637,1624,1575,1480,1332,1389,1206,1367,1641,1225,1136
KO:K00786,430,393,422,467,560,342,465,822,309,813,808,566,580,321,595,292,378,360,323,288,366,333,442,381
KO:K00787,1424,1478,1744,2834,2686,3290,1426,2640,858,3294,1712,1328,1654,1000,1272,1402,2404,1710,1964,844,1384,2642,1254,1092
KO:K00788,2048,2247,2533,2601,2769,3175,2113,3585,2133,3180,2161,2574,3571,2408,2439,2533,2819,2898,2502,1671,2008,2903,1734,2110
KO:K00789,3345,3893,5336,3223,3461,3436,3746,4798,3069,4644,3159,3296,5794,4733,4506,4020,4679,4398,3223,2517,3714,3405,2429,2833
KO:K00790,6760,7715,13017,4829,7159,5255,7072,9790,7153,7189,6154,6008,7952,10067,9018,4945,6927,5849,5184,5489,9994,6124,5055,5884
KO:K00791,2312,2785,2856,2393,2591,2321,3052,3801,2147,3695,2713,2662,4562,2890,2667,2553,2268,2705,2494,2088,2232,2367,1970,2031
KO:K00793,2086,2587,2072,2200,3053,2770,1863,3306,1558,2860,1912,2000,1822,2481,1709,1930,2344,2497,2324,1609,1937,2944,1622,1800
KO:K00794,1079,1331,1145,972,970,1318,1161,1814,1179,1284,779,1152,1192,1315,988,803,762,1006,919,1017,955,1114,638,868
KO:K00795,6232,7157,8014,6739,7917,8777,6310,9717,6293,8738,6163,6513,7923,8691,6775,6346,7910,8197,6250,4617,6908,6822,5275,5592
KO:K00796,1089,1310,2243,1250,992,1428,1220,1364,1414,2085,959,1768,2185,1396,1754,1398,1228,1715,1171,775,1628,1192,782,1199
KO:K00797,185,119,457,184,52,305,179,124,430,264,61,506,262,98,218,188,65,224,198,59,229,154,50,205
KO:K00798,945,1132,1287,680,1338,947,872,784,1003,1067,596,1171,1446,1024,1171,808,1707,874,913,652,908,1191,509,624
KO:K00799,128,139,145,207,25,86,164,205,183,193,34,246,168,218,144,212,25,129,89,75,208,350,46,195
KO:K00800,1966,2064,3313,2281,1924,2045,2326,3321,2520,3539,2063,3028,4081,2845,3051,2010,1784,2276,1890,1485,2995,2255,1684,2328
KO:K00803,21,31,53,52,10,5,107,80,77,86,17,33,60,32,68,38,2,6,9,23,40,30,18,16
KO:K00804,849,567,1542,553,356,1295,889,628,1803,929,244,2332,700,438,451,459,273,1111,1029,370,569,593,220,635
KO:K00805,1337,1223,1517,563,871,596,1484,2248,1681,945,1318,989,674,1089,974,216,477,377,729,677,1485,481,1313,987
KO:K00806,1886,2192,4184,2278,2518,2734,2169,2802,2958,3381,2008,2214,3074,2782,2302,2247,2727,3056,2143,1608,2812,2561,1616,1926
KO:K00810,134,166,197,180,55,91,143,371,186,548,131,162,245,185,227,60,56,80,116,58,142,59,82,134
KO:K00811,1746,3063,1802,2178,2979,3016,1435,2641,1465,2544,1585,1676,2860,2364,1899,3430,2812,3332,1770,1151,1751,2423,1328,1469
KO:K00812,2876,4507,2533,3961,5169,4454,3535,5433,1669,5467,3146,2872,5140,4088,2691,4813,5275,5521,3347,2477,2487,5086,2459,2673
KO:K00813,23,6,70,10,8,28,31,7,64,47,4,84,81,7,63,2,4,23,21,3,67,22,11,25
KO:K00817,1596,2736,2469,2020,2429,2190,2347,2766,1552,2276,2071,1905,4546,3118,3672,3054,2563,3155,2255,1927,2546,2687,1864,2055
KO:K00818,7146,8928,10739,9282,8649,5910,8024,19648,13037,9270,9976,4693,6422,13764,10435,6511,7454,5059,5378,6017,11707,8193,7471,5275
KO:K00819,47,0,40,85,5,14,70,3,27,114,2,28,27,1,22,57,2,5,77,3,24,117,3,19
KO:K00820,4646,4362,9324,4672,3087,3494,5260,7362,4467,8351,4059,4797,5903,5581,8308,2687,2532,3538,3671,3301,6016,4143,3013,4480
KO:K00821,15094,18324,21548,18546,17206,12120,17640,42746,26776,20752,21408,12424,12922,26432,20036,11250,13684,9172,11102,11762,23476,16568,14652,10728
