seq_1	seq_2	seq_3	seq_4	seq_5	seq_6	seq_7	seq_8	seq_9	seq_10	seq_11	seq_12	seq_13	seq_14	seq_15	seq_16	seq_17	seq_18	seq_19	seq_20	seq_21	seq_22	seq_23	seq_24	seq_25	seq_26	seq_27	seq_28	seq_29	seq_30	seq_31	seq_32	seq_33	seq_34	seq_35	seq_36	seq_37	seq_38	seq_39	seq_40	seq_41	seq_42	seq_43	seq_44	seq_45	seq_46	seq_47	seq_48	seq_49	seq_50	seq_51	seq_52	seq_53	seq_54	seq_55	seq_56	seq_57	seq_58	seq_59	seq_60	seq_61	seq_62	seq_63	seq_64	seq_65	seq_66	seq_67	seq_68	seq_69	seq_70	seq_71	seq_72	seq_73	seq_74	seq_75	seq_76	seq_77	seq_78	seq_79	seq_80	seq_81	seq_82	seq_83	seq_84	seq_85	seq_86	seq_87	seq_88	seq_89	seq_90	seq_91	seq_92	seq_93	seq_94	seq_95	seq_96	seq_97	seq_98	seq_99	seq_100	seq_101	seq_102	seq_103	seq_104	seq_105	seq_106	seq_107	seq_108	seq_109	seq_110	seq_111	seq_112	seq_113	seq_114	seq_115	seq_116	seq_117	seq_118	seq_119	seq_120	seq_121	seq_122	seq_123	seq_124	seq_125	seq_126	seq_127	seq_128	seq_129	seq_130	seq_131	seq_132	seq_133	seq_134	seq_135	seq_136	seq_137	seq_138	seq_139	seq_140	seq_141	seq_142	seq_143	seq_144	seq_145	seq_146	seq_147	seq_148	seq_149	seq_150	seq_151	seq_152	seq_153	seq_154	seq_155	seq_156	seq_157	seq_158	seq_159	seq_160	seq_161	seq_162	seq_163	seq_164	seq_165	seq_166	seq_167	seq_168	seq_169	seq_170	seq_171	seq_172	seq_173	seq_174	seq_175	seq_176	seq_177	seq_178	seq_179	seq_180	seq_181	seq_182	seq_183	seq_184	seq_185	seq_186	seq_187	seq_188	seq_189	seq_190	seq_191	seq_192	seq_193	seq_194	seq_195	seq_196	seq_197	seq_198
D16Hr8V7	651	95	317	81	119	0	100	89	47	55	5	123	59	113	92	14	0	0	0	8	60	43	35	0	59	23	0	13	0	48	5	0	10	0	14	19	72	25	0	16	0	15	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	25	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D16Hr8V8	2888	2214	1448	422	581	339	156	576	294	157	214	396	233	850	161	127	16	32	198	174	148	139	111	30	148	65	97	4	65	24	117	13	16	125	0	38	101	0	69	125	56	27	35	109	22	25	29	41	29	0	31	0	0	0	13	0	0	12	14	5	0	9	0	0	0	0	0	0	0	14	0	0	0	0	0	24	0	0	0	14	41	5	24	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	7	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr16V1	3751	2520	328	64	1391	833	108	376	97	115	133	364	933	55	65	52	11	11	206	85	81	18	93	93	0	29	69	0	56	50	0	23	487	0	84	5	158	25	0	6	0	11	14	0	35	0	0	13	5	45	0	0	0	0	5	0	0	0	0	0	0	0	0	16	0	0	0	0	0	13	0	0	0	0	9	10	36	0	15	0	29	0	0	0	9	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	14	9	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr16V2	1646	1867	640	132	67	20	131	220	141	171	161	371	1163	604	203	59	99	31	336	76	171	57	158	319	171	33	52	0	45	28	0	0	621	178	109	41	199	0	35	68	0	43	0	153	29	0	30	63	10	75	15	0	2	9	7	13	0	0	0	25	0	9	0	0	51	0	0	23	0	35	27	0	0	0	0	0	47	0	18	16	0	0	44	0	0	0	0	0	0	0	0	0	28	5	22	0	14	0	0	0	0	0	24	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr16V3	4179	5530	1531	92	1892	907	396	1385	321	199	171	267	239	644	142	407	190	96	32	143	154	170	187	365	165	57	79	0	75	117	0	21	1025	110	171	175	245	76	102	26	44	52	117	155	110	0	46	40	24	0	0	42	0	0	15	152	0	0	13	29	0	9	0	0	0	0	33	0	125	21	0	0	0	0	0	0	79	0	5	14	0	0	0	37	0	0	8	0	0	0	0	0	0	7	0	0	0	99	3	0	0	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr16V4	1294	751	1195	180	228	11	147	285	172	36	76	196	449	73	28	85	39	33	204	220	119	41	45	73	0	19	0	204	30	11	127	123	0	0	50	97	99	0	0	16	66	0	15	79	15	37	22	7	21	0	0	0	0	0	0	0	28	0	0	12	0	7	0	0	0	0	0	0	0	62	0	0	0	0	13	3	0	0	0	0	0	0	16	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr16V6	2370	3134	998	183	143	72	142	194	62	68	241	367	463	49	46	116	26	0	230	233	90	90	75	84	0	52	102	64	102	63	51	41	6	0	53	90	97	0	0	31	97	30	7	93	7	10	21	27	26	0	0	0	0	0	0	31	0	0	0	22	0	0	0	0	0	0	17	0	4	9	0	0	0	0	8	0	0	0	0	0	0	10	0	0	60	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr16V7	3399	573	371	136	364	14	225	166	242	256	31	627	348	292	332	41	40	0	125	26	97	294	112	94	301	66	0	53	0	170	17	0	66	125	127	228	183	95	167	31	0	138	21	0	0	7	0	15	10	145	0	0	0	0	17	0	0	16	0	8	29	6	98	0	0	0	0	0	0	9	0	78	37	29	10	30	49	0	0	0	0	0	0	0	12	3	0	17	0	0	0	0	0	7	0	0	0	0	0	0	8	13	21	0	0	0	0	0	5	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr16V8	3512	2453	495	186	520	819	98	595	195	102	144	525	329	418	149	54	7	7	131	99	73	345	151	62	418	17	55	9	55	34	35	6	297	211	118	50	120	45	219	51	0	178	17	58	27	7	18	52	14	61	0	0	0	0	9	0	0	26	0	12	26	6	105	0	0	0	0	0	0	0	21	29	0	0	12	0	29	0	14	11	70	0	0	0	16	3	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	6	16	0	0	0	0	0	0	25	12	0	0	0	0	0	0	0	29	0	13	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr8V1	2535	1495	431	73	664	259	163	186	56	98	91	249	654	44	56	36	6	10	41	66	102	20	61	29	0	44	0	0	40	19	0	24	52	0	21	0	126	23	0	0	36	0	9	0	55	0	18	7	9	0	0	0	0	0	6	0	0	0	0	5	0	10	0	16	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr8V2	1749	1361	499	247	58	27	95	84	129	207	100	238	897	531	283	85	96	26	162	69	162	62	126	144	175	24	0	0	25	30	0	0	40	186	0	14	202	0	0	50	0	25	0	0	14	0	23	10	11	0	12	0	0	27	8	0	0	0	12	17	16	10	0	47	34	0	0	14	0	0	31	0	0	0	0	0	59	0	13	9	0	0	0	0	11	0	0	0	0	0	0	0	0	7	32	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr8V3	6982	6856	1886	156	1016	1350	540	1119	496	280	209	244	369	1042	223	1094	394	75	37	179	189	217	235	365	330	104	92	0	77	101	0	32	101	295	56	46	263	41	123	48	47	58	187	69	106	0	72	42	0	0	0	68	0	0	31	144	0	0	32	15	0	12	42	0	0	0	13	0	156	0	0	0	0	0	0	0	67	0	0	25	0	0	9	37	0	6	17	0	0	5	0	0	0	0	0	40	0	92	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
D17Hr8V4	2420	846	830	526	277	8	138	311	277	64	137	166	711	86	64	190	45	19	335	296	114	29	58	64	37	11	52	293	62	0	111	187	0	36	0	96	92	0	0	12	80	21	45	49	9	21	51	8	22	0	0	0	0	26	0	0	55	0	10	0	0	6	0	46	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr8V6	3089	2889	1077	282	134	104	144	135	66	76	322	221	519	0	76	122	31	0	229	179	102	74	65	18	55	61	141	78	133	33	37	60	0	0	0	38	79	0	0	43	66	19	6	47	0	0	31	5	25	0	0	0	0	6	0	0	0	0	0	6	0	5	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	15	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr8V7	5870	1763	2113	391	1004	22	806	896	361	472	55	599	802	617	432	79	94	0	42	91	252	379	174	104	172	274	0	158	0	306	50	0	103	94	118	199	334	144	256	67	0	58	40	0	0	29	0	31	39	111	0	0	0	0	42	0	0	26	0	14	62	41	37	0	0	0	0	17	0	18	28	0	0	42	33	38	80	38	13	24	0	5	0	0	11	9	0	0	0	0	9	0	25	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D17Hr8V8	2742	1501	842	154	279	550	107	270	177	79	106	238	215	313	113	46	5	7	96	92	78	129	104	0	237	17	42	0	40	14	21	0	19	184	0	28	130	27	75	24	0	55	40	37	0	8	12	16	12	0	9	0	0	0	5	0	0	7	0	0	0	9	45	38	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	14	0	0	9	0	5	0	21	12	0	0	0	0	14	0	0	0	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr16V1	1885	1256	134	25	495	607	41	131	54	42	69	212	389	43	36	36	9	0	211	43	51	0	57	71	0	6	0	0	12	27	0	0	408	0	41	0	113	40	0	0	0	0	24	0	24	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	15	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr16V2	1063	1479	792	108	104	12	134	249	112	140	225	373	1086	332	77	53	105	41	313	115	105	84	62	195	84	29	91	4	91	63	0	0	447	45	43	62	188	0	64	125	0	21	0	93	38	0	24	45	11	67	7	8	5	21	4	12	0	0	5	28	22	12	0	0	67	0	0	23	0	27	0	0	0	0	0	21	44	0	15	0	0	0	0	0	0	0	0	0	14	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr16V3	1173	1235	451	25	600	720	69	512	75	35	72	81	134	145	74	99	46	20	47	45	60	81	31	118	115	20	0	0	27	19	0	6	327	71	0	46	60	0	44	0	0	31	140	80	33	0	0	11	0	0	0	13	0	0	0	42	0	0	0	5	0	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr16V4	2121	632	1001	235	214	0	107	322	303	52	117	242	649	71	41	125	18	50	374	237	75	35	74	87	45	12	0	232	30	16	57	158	0	0	86	112	165	61	0	16	83	17	46	103	0	28	0	6	25	0	0	0	0	0	0	0	54	0	3	10	0	6	0	32	0	7	0	0	4	59	0	6	0	0	0	0	30	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	15	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr16V6	3955	2926	857	131	129	134	195	176	77	70	222	297	546	30	44	128	6	0	181	216	60	97	77	77	70	32	85	66	91	37	33	19	27	0	57	70	104	0	0	27	69	71	0	92	0	0	27	19	6	40	0	0	0	0	0	31	0	0	0	25	0	5	0	0	0	0	21	0	4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr16V7	2164	907	515	71	327	24	223	315	196	204	41	346	330	146	166	28	53	0	156	52	86	339	59	73	127	56	0	58	0	169	17	0	56	0	143	182	147	66	228	12	0	64	23	0	0	7	0	20	6	74	0	0	0	0	9	0	0	0	0	0	26	0	36	0	0	0	0	0	0	0	22	0	0	20	0	0	0	0	0	11	0	0	0	0	12	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr16V8	1309	1199	240	51	183	194	87	199	79	33	71	197	147	136	56	24	0	0	0	55	52	155	51	0	127	7	0	10	0	24	7	0	183	41	45	16	96	35	93	18	0	48	13	0	0	0	0	18	9	0	5	0	0	0	0	0	0	14	0	0	0	6	27	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	15	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr8V1	3264	1588	319	29	561	686	128	301	81	82	145	224	641	30	63	53	6	9	136	108	82	8	91	57	31	14	0	0	38	29	0	12	110	0	12	0	107	0	0	0	0	0	26	0	32	0	12	9	7	41	0	0	0	0	7	0	0	0	0	0	21	4	0	0	0	0	0	0	0	7	6	0	0	0	0	0	31	0	12	0	0	0	0	0	0	4	0	11	0	5	0	0	0	3	0	0	0	0	0	0	0	19	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr8V2	419	717	321	44	24	5	100	37	35	60	37	93	298	135	81	38	48	12	45	48	56	31	26	65	28	11	0	0	0	0	0	0	72	0	0	12	112	0	0	22	0	0	0	22	12	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr8V3	2103	2240	686	18	449	537	217	533	123	59	79	75	204	216	73	352	63	14	9	94	61	104	66	116	164	29	37	0	23	17	0	7	26	88	0	19	104	0	61	14	30	73	72	59	24	5	16	12	0	0	0	30	0	0	0	25	0	0	8	5	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr8V4	1147	716	690	159	217	8	152	380	145	47	91	122	355	33	73	166	28	26	268	220	78	21	59	70	25	12	60	230	41	8	56	158	0	0	20	34	138	0	0	12	79	13	0	59	0	17	23	7	0	0	0	0	0	14	0	0	53	0	7	0	0	7	0	26	0	0	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	5	9	0	0	0	0	0	0	17	0	17	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr8V6	2376	2540	993	127	124	82	132	191	44	65	180	180	439	43	44	151	11	0	101	272	72	72	48	25	0	62	80	83	88	12	29	35	0	0	0	21	90	0	0	31	83	16	13	56	0	18	22	11	17	0	0	0	0	7	0	0	0	0	0	15	0	8	0	0	0	0	14	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr8V7	5627	1491	1001	163	545	56	692	768	410	397	55	535	718	388	537	85	101	0	85	80	144	495	170	85	320	100	0	117	21	233	35	0	101	142	103	150	287	166	320	25	0	168	63	0	0	15	0	32	14	120	0	0	0	0	24	0	0	14	5	10	46	12	93	23	0	0	0	15	0	0	0	0	32	57	0	34	73	0	29	17	0	4	0	0	13	6	0	19	0	0	0	0	20	0	18	8	0	0	0	0	0	15	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D18Hr8V8	1591	986	534	56	197	271	145	153	91	51	71	162	161	149	68	25	0	0	46	60	33	90	41	0	149	9	0	8	20	15	4	0	13	91	21	14	120	26	70	22	0	51	16	0	13	0	0	15	0	0	0	0	0	0	4	0	0	15	0	0	24	7	38	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	8	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D19Hr16V1	5833	4433	812	101	1298	1205	349	605	231	161	106	473	1072	166	118	156	228	11	175	234	185	14	128	47	46	79	57	0	52	51	0	9	332	0	66	7	147	151	0	12	77	0	74	0	71	0	40	19	0	58	0	0	0	0	11	0	0	0	0	5	20	22	0	0	0	0	0	51	0	0	23	0	0	0	0	0	0	0	21	16	0	0	0	0	0	13	0	0	0	0	0	0	0	5	0	24	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
